bioguide_id,declarant_name,chamber,party,state_district,committee_membership,committees_key_flag,transaction_date,disclosure_date,ticker,asset_description,asset_type,operation_type,amount_range,amount_midpoint,amount_split_flag,owner,doc_id,source_url,natural_key_hash,occurrence_index
B001260,Vern Buchanan,house,Republican,FL16,HSWM02; HSWM04; House Committee on Ways and Means; Joint Committee on Taxation,False,2017-11-29,2017-12-20,,CLark Cnty NV Sch Di 5.0% 06/15/21,,Purchase,"$50,001 - $100,000",75000.5,False,SELF,20008588,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008588.pdf,e6848b385b26d187b297f5add31d232f7a4d894a2d0bdfb59d2dbf205db4f267,0
B001260,Vern Buchanan,house,Republican,FL16,HSWM02; HSWM04; House Committee on Ways and Means; Joint Committee on Taxation,False,2017-11-29,2017-12-20,,N TX Tollway auth RE 5.0% 01/01/25,,Purchase,"$100,001 - $250,000",175000.5,False,SELF,20008588,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008588.pdf,34c883b80cf24ac3d153315af3652fb3a6375e584925ebf307664f14eaa04154,0
F000462,Lois Frankel,house,Democrat,FL21,HSAP04; HSAP07; House Committee on Appropriations,False,2017-11-15,2017-12-20,STT,state street Corporation,,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20008579,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008579.pdf,6adeb8883b9fec0f60305c16d5557824c344c9a6459090606618f1d1877126f5,0
B001260,Vern Buchanan,house,Republican,FL16,HSWM02; HSWM04; House Committee on Ways and Means; Joint Committee on Taxation,False,2017-11-22,2017-12-20,,New Jersey St Transp 5.0% 06/15/24,,Purchase,"$15,001 - $50,000",32500.5,False,SELF,20008588,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008588.pdf,a3c4bd348672f6daec537b5ad3b3d943a4c0ec86fb50b45310ab2337910a0da8,0
F000462,Lois Frankel,house,Democrat,FL21,HSAP04; HSAP07; House Committee on Appropriations,False,2017-12-15,2017-12-20,PXD,Pioneer Natural Resources Company,,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20008579,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008579.pdf,35aa946df89b90d0187bf5911d2289f072c2593cedee32b47c737a9c80a560bf,1
F000462,Lois Frankel,house,Democrat,FL21,HSAP04; HSAP07; House Committee on Appropriations,False,2017-11-15,2017-12-20,XEL,Xcel Energy Inc.,,Sale,"$1,001 - $15,000",8000.5,False,SELF,20008579,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008579.pdf,a149acf00ca3d1f0512b5579edbc76facdd67f01f94f69b6591a7387ceab90ba,0
F000462,Lois Frankel,house,Democrat,FL21,HSAP04; HSAP07; House Committee on Appropriations,False,2017-12-15,2017-12-20,,Pioneer Natural Resources Company,,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20008579,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008579.pdf,35aa946df89b90d0187bf5911d2289f072c2593cedee32b47c737a9c80a560bf,0
F000462,Lois Frankel,house,Democrat,FL21,HSAP04; HSAP07; House Committee on Appropriations,False,2017-11-28,2017-12-20,IR,Ingersoll-Rand plc,,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20008579,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008579.pdf,cee849cf660d79bf64792fa6c4bb8b1ca8e3a7b99ced09aae06120bf8acf5466,0
F000462,Lois Frankel,house,Democrat,FL21,HSAP04; HSAP07; House Committee on Appropriations,False,2017-12-06,2017-12-20,IR,Ingersoll-Rand plc,,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20008579,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008579.pdf,ff3c030f9c78282db170505194b988385a3b14985e81c2959d1cde6f714b62e0,0
F000462,Lois Frankel,house,Democrat,FL21,HSAP04; HSAP07; House Committee on Appropriations,False,2017-12-13,2017-12-20,DXC,DXC Technology Company,,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20008579,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008579.pdf,2fb267b9d87930768eeb8d6d63c687fdacd739812aa3c642bfd751400f42210e,0
F000462,Lois Frankel,house,Democrat,FL21,HSAP04; HSAP07; House Committee on Appropriations,False,2017-11-15,2017-12-20,DUK,Duke Energy Corporation,,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20008579,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008579.pdf,a51bbba726a26a86fd11d659e0fd93d754762c7db101dfb718b56e6c5ae0b76c,0
F000462,Lois Frankel,house,Democrat,FL21,HSAP04; HSAP07; House Committee on Appropriations,False,2017-12-13,2017-12-20,DUK,Duke Energy Corporation,,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20008579,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008579.pdf,67ef0b45ce78819da677495fb80d7380080bf015d747541f76b5f21a5171023a,0
F000462,Lois Frankel,house,Democrat,FL21,HSAP04; HSAP07; House Committee on Appropriations,False,2017-12-13,2017-12-20,CVS,CVs Health Corporation,,Sale,"$1,001 - $15,000",8000.5,False,SELF,20008579,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008579.pdf,afe468ccb3d5c6d72e0ea9a26209cab0fab4992699ade18f9663ed0ac54df3f1,0
F000462,Lois Frankel,house,Democrat,FL21,HSAP04; HSAP07; House Committee on Appropriations,False,2017-11-15,2017-12-20,CVS,CVs Health Corporation,,Sale,"$1,001 - $15,000",8000.5,False,SELF,20008579,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008579.pdf,768ec4b2172e9670b73f3d10c7e86cace71887b1544dfb9c99cebf6afd04dcb3,0
F000462,Lois Frankel,house,Democrat,FL21,HSAP04; HSAP07; House Committee on Appropriations,False,2017-11-28,2017-12-20,MMM,3M Company,,Sale,"$1,001 - $15,000",8000.5,False,SELF,20008579,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008579.pdf,386f12e2fb69737dfda4a2e012474cd95b047795dd674bbe387109bbb630dc53,0
F000462,Lois Frankel,house,Democrat,FL21,HSAP04; HSAP07; House Committee on Appropriations,False,2017-12-06,2017-12-20,UNP,union Pacific Corporation,,Sale,"$1,001 - $15,000",8000.5,False,SELF,20008579,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008579.pdf,2cb988f1b7e2cb6bfb29d248ca195763b6718c1479f1d7df54ad37ab471c76b4,0
C001105,Barbara J Honorable Comstock,house,Republican,VA10,,False,2017-12-18,2017-12-19,VEA,Vanguard FTsE Developed Markets ETF,,Sale,"$50,001 - $100,000",75000.5,False,SELF,20008586,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008586.pdf,7684c892958dc0485c72616a3bb45a51796d768fdb725921ef835c7ce8c3a09b,1
C001105,Barbara J Honorable Comstock,house,Republican,VA10,,False,2017-12-18,2017-12-19,,Vanguard FTsE Developed Markets ETF,,Sale,"$50,001 - $100,000",75000.5,False,SELF,20008586,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008586.pdf,7684c892958dc0485c72616a3bb45a51796d768fdb725921ef835c7ce8c3a09b,0
C001105,Barbara J Honorable Comstock,house,Republican,VA10,,False,2017-12-18,2017-12-19,BA,Boeing Company,,Purchase,"$15,001 - $50,000",32500.5,False,SELF,20008586,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008586.pdf,54c5948e346f5a543f9ea195361973928093e4b0095d3b11df1c1347764c4bc1,0
C001105,Barbara J Honorable Comstock,house,Republican,VA10,,False,2017-12-18,2017-12-19,AAPL,apple Inc.,,Purchase,"$50,001 - $100,000",75000.5,False,SELF,20008586,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008586.pdf,3f8e4763a84dca30a620b566c5dfbd8bc77a18a5ea6aeb8ff747821612c3b776,0
D000399,Lloyd Doggett,house,Democrat,TX35,HSWM02; HSWM04; HSWM06; House Committee on Ways and Means; House Committee on the Budget; Joint Committee on Taxation,False,2017-11-15,2017-12-18,PG,Procter & gamble Company,,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20008576,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008576.pdf,8a8ebbc032ce21919d0d34f833666b220cc81702719e55c86149aeec715a6564,0
C001080,Judy Chu,house,Democrat,CA27,HSWM02; HSWM03; HSWM06; House Committee on Ways and Means; House Committee on the Budget,False,2017-11-07,2017-12-17,,S&P 500 DEC 6 2450 PUT,,Sale,"$1,001 - $15,000",8000.5,False,SELF,20008543,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008543.pdf,44806189a3574cb10667e0716176ece74a59b6831a2fb2a1f797c6a06e99481c,0
C001080,Judy Chu,house,Democrat,CA27,HSWM02; HSWM03; HSWM06; House Committee on Ways and Means; House Committee on the Budget,False,2017-11-02,2017-12-17,,SPDR gLD NoV 17 122.5 PUT,,Sale,"$1,001 - $15,000",8000.5,False,SELF,20008543,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008543.pdf,3c48d375a5b6ba644df7a550469823da7d034091c3174ebdb2b418de359303b1,0
C001080,Judy Chu,house,Democrat,CA27,HSWM02; HSWM03; HSWM06; House Committee on Ways and Means; House Committee on the Budget,False,2017-11-02,2017-12-17,,SPDR gLD NoV 3 123 PUT,,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20008543,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008543.pdf,b2fbfe64fb026b9ab00315ecd49fa04d4636ef06f7c4cba1806e897b14780411,0
C001080,Judy Chu,house,Democrat,CA27,HSWM02; HSWM03; HSWM06; House Committee on Ways and Means; House Committee on the Budget,False,2017-11-28,2017-12-17,,S&P 500 NoV 30 2575 CaLL,,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20008543,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008543.pdf,2ecdb4d5e6ddbac315940dc3de8ab940bed017c342c1de2f0daee8239e25c198,0
C001080,Judy Chu,house,Democrat,CA27,HSWM02; HSWM03; HSWM06; House Committee on Ways and Means; House Committee on the Budget,False,2017-11-07,2017-12-17,,S&P 500 NoV 29 2465 PUT,,Purchase,"$15,001 - $50,000",32500.5,False,SELF,20008543,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008543.pdf,55e4691b801fd6b4dc582c95d46f4fd1716d473cf9353b9017276a95f4ff0f54,0
C001080,Judy Chu,house,Democrat,CA27,HSWM02; HSWM03; HSWM06; House Committee on Ways and Means; House Committee on the Budget,False,2017-11-14,2017-12-17,,S&P 500 NoV 17 2565 CaLL,,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20008543,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008543.pdf,00f7998f84c49af6f4a916995cf7083553f8978550d94feaff00dd19d95c29cf,0
C001080,Judy Chu,house,Democrat,CA27,HSWM02; HSWM03; HSWM06; House Committee on Ways and Means; House Committee on the Budget,False,2017-11-28,2017-12-17,,S&P 500 DEC 29 2625 CaLL,,Sale,"$1,001 - $15,000",8000.5,False,SELF,20008543,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008543.pdf,2c7d2157906a596264d1b6986c878c6efaa4956eaefafdfe3640d3d9f6f5a854,0
C001080,Judy Chu,house,Democrat,CA27,HSWM02; HSWM03; HSWM06; House Committee on Ways and Means; House Committee on the Budget,False,2017-11-14,2017-12-17,,S&P 500 DEC 15 2590 CaLL,,Sale,"$1,001 - $15,000",8000.5,False,SELF,20008543,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008543.pdf,85e0ba9aee5725919417c9f020b52cf06149d4a8435f83b9ff2fd9d910789a6b,0
D000617,Suzan K. DelBene,house,Democrat,WA01,HSWM04; HSWM05; HSWM06; House Committee on Ways and Means,False,2017-11-27,2017-12-16,,WSTRN Wa uNIV 3% Due 10/01/2019,,Sale,"$250,001 - $500,000",375000.5,False,JT,20008500,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008500.pdf,e0614798a96a1dedd704ccf8097294adb444a5bda3fef8c979e30db708e8900d,0
D000617,Suzan K. DelBene,house,Democrat,WA01,HSWM04; HSWM05; HSWM06; House Committee on Ways and Means,False,2017-11-09,2017-12-16,,VERIZON COMM 5.15% Due,,Sale,"$100,001 - $250,000",175000.5,False,JT,20008500,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008500.pdf,07a92d0d159187de6125bfbcf4a75b06ef5ce9d756adba2686c58d9ca375c3a6,0
D000617,Suzan K. DelBene,house,Democrat,WA01,HSWM04; HSWM05; HSWM06; House Committee on Ways and Means,False,2017-11-09,2017-12-16,,Fl HuRRICaNE Ca 2.995% Due,,Purchase,"$250,001 - $500,000",375000.5,False,JT,20008500,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008500.pdf,cc813fed0f1bdd7484f7be9c068411b1a24df2a6f39e40b9d7f2b640a4ea5e2c,0
D000617,Suzan K. DelBene,house,Democrat,WA01,HSWM04; HSWM05; HSWM06; House Committee on Ways and Means,False,2017-11-13,2017-12-16,,uNITED STaTES TREaS NTS 1.875%,,Purchase,"$100,001 - $250,000",175000.5,False,JT,20008500,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008500.pdf,31a6d3b74f1854595ecd69f84613b7300cdf9f83a2a81d8ab63e3b3434adad62,0
D000617,Suzan K. DelBene,house,Democrat,WA01,HSWM04; HSWM05; HSWM06; House Committee on Ways and Means,False,2017-11-27,2017-12-16,,uNITED STaTES TREaS NTS 1.875%,,Sale,"$100,001 - $250,000",175000.5,False,JT,20008500,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008500.pdf,17150b182a4e76bb19ba810ce3194a99f5d61922fc68b4b76ce922f9a9cef0cf,0
D000617,Suzan K. DelBene,house,Democrat,WA01,HSWM04; HSWM05; HSWM06; House Committee on Ways and Means,False,2017-11-27,2017-12-16,,N EaST ISD TX 5.00% Due 08/01/2023,,Sale,"$100,001 - $250,000",175000.5,False,JT,20008500,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008500.pdf,28784455ed295fbe38cde59ee1752572f27f0e502f9628058d6ebd19a114b619,0
S001148,Michael K. Simpson,house,Republican,ID02,HSAP06; HSAP07; HSAP10; House Committee on Appropriations,False,2017-11-10,2017-12-15,FDN,type Date First Trust DJ Internet Index Fund,,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20008571,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008571.pdf,c8f8a6df6df6a5789e5d029ec2c3bac20a023bce237a67c4530980cc9002a1cb,0
S001148,Michael K. Simpson,house,Republican,ID02,HSAP06; HSAP07; HSAP10; House Committee on Appropriations,False,2017-11-10,2017-12-15,BOTZ,global X Robotics & Artificial Intelligence ETF,,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20008571,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008571.pdf,5893f1741e8b063d00c061b6dc3dfb715452a86ab5b0e1b60e878adc32ab1522,0
S001148,Michael K. Simpson,house,Republican,ID02,HSAP06; HSAP07; HSAP10; House Committee on Appropriations,False,2017-11-10,2017-12-15,,global X Robotics & Artificial,,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20008571,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008571.pdf,c2a06da1eee47df890f775e324296c5f918914b96d223130a0bcb3fc408b6023,0
S001148,Michael K. Simpson,house,Republican,ID02,HSAP06; HSAP07; HSAP10; House Committee on Appropriations,False,2017-11-10,2017-12-15,,First Trust DJ Internet Index Fund,,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20008571,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008571.pdf,92b0b76d1b1c70f0c5087f7326836e0fc4e95a069bca4802e011b0c96965e871,0
L000579,Alan S. Lowenthal,house,Democrat,CA47,,False,2017-12-04,2017-12-14,,Delphi Technologies PLC Ordinary,,Purchase,"$15,001 - $50,000",32500.5,False,SP,20008567,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008567.pdf,c2dca9df95e879b73ffa50e695df063dce39b8ad0d96a43af3398ca3f0fa16e2,0
L000579,Alan S. Lowenthal,house,Democrat,CA47,,False,2017-11-30,2017-12-14,ADSK,"Autodesk, Inc.",,Purchase,"$1,001 - $15,000",8000.5,False,SP,20008567,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008567.pdf,8e7ae0815a099ccf700b6415e1962186ef7f51669d65269fc66f860ec8b14ce6,0
L000579,Alan S. Lowenthal,house,Democrat,CA47,,False,2017-12-06,2017-12-14,,Siemens Ag American Depositary,,Sale,"$15,001 - $50,000",32500.5,False,SP,20008567,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008567.pdf,dd8d5806f979a4cd3af676e405458d1cce6e6213052e58a31d76ff503c6525a2,0
L000579,Alan S. Lowenthal,house,Democrat,CA47,,False,2017-12-04,2017-12-14,DLPH,Delphi Technologies PLC Ordinary Shares,,Purchase,"$15,001 - $50,000",32500.5,False,SP,20008567,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008567.pdf,b73ea7612ef089930c573e28564db8d8afea20ad511ad204668dd1d004c5d80a,0
L000579,Alan S. Lowenthal,house,Democrat,CA47,,False,2017-12-06,2017-12-14,SIEGY,Siemens Ag American Depositary Shares,,Sale,"$15,001 - $50,000",32500.5,False,SP,20008567,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008567.pdf,6b06376a89aefa9d3696f1d75cc2fbd69523b8a80df11c1471f4cfcb22e3d1c3,0
L000579,Alan S. Lowenthal,house,Democrat,CA47,,False,2017-12-04,2017-12-14,ADI,"Analog Devices, Inc.",,Purchase,"$1,001 - $15,000",8000.5,False,SP,20008567,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008567.pdf,99dbef784193db78227d52f998db6fa0984dc4eee4de751a5e6de29c598d2c6c,0
L000579,Alan S. Lowenthal,house,Democrat,CA47,,False,2017-12-08,2017-12-14,APTV,Aptiv PLC Ordinary Shares,,Purchase,"$1,001 - $15,000",8000.5,False,SP,20008567,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008567.pdf,1691c9f92e125c7a890ee91533af16ea9ae31247bd59ea564071fd63d4b9366b,0
R000583,Thomas J. Rooney,house,Republican,FL17,,False,2017-11-15,2017-12-14,,Toledo Ohio Wtrwks Rev Rfdg Impt 4%,,Sale,"$15,001 - $50,000",32500.5,False,SELF,20008506,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008506.pdf,f687d9df1e556bef7d7849cc4430970beec356544ac42b9346eb38babea1e665,0
R000583,Thomas J. Rooney,house,Republican,FL17,,False,2017-11-01,2017-12-14,,Texas St Rfdg-Transn Commn-Mobility,,Purchase,"$50,001 - $100,000",75000.5,False,SELF,20008506,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008506.pdf,67f7bb1d6b4a45dc40c2058b8497afac28bc9de8788025d968e9bca1d8b721d6,0
C001107,Carlos Curbelo,house,Republican,FL26,,False,2017-11-29,2017-12-14,GOGO,gogo Inc.,,Purchase,"$15,001 - $50,000",32500.5,False,SELF,20008569,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008569.pdf,e48632c073f375c3196513fcba8503da62cd9c530bf265cc89e335d383987d6b,0
C001107,Carlos Curbelo,house,Republican,FL26,,False,2017-11-08,2017-12-14,,Navigator Holdings Ltd. ordinary,,Sale,"$1,001 - $15,000",8000.5,False,SELF,20008569,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008569.pdf,ec598dc40c91b780d0ad9f313ee1762bc8198163fc6fe813857dffda8ed41b5d,0
C001107,Carlos Curbelo,house,Republican,FL26,,False,2017-11-08,2017-12-14,NVGS,Navigator Holdings Ltd. ordinary shares,,Sale,"$1,001 - $15,000",8000.5,False,SELF,20008569,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008569.pdf,9cbe5d2a491b06ee2aacb9020da0a75e1712d15d0cf21f342567aca3b5b7ee1c,0
R000583,Thomas J. Rooney,house,Republican,FL17,,False,2017-11-01,2017-12-14,,Honolulu Hawaii City & Cnty Rfdg-Ser b,,Sale,"$15,001 - $50,000",32500.5,False,SELF,20008506,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008506.pdf,d22878f7bc7c61e7a58df08d27149e97b00c9f6870ce3ca0e5a5455675a096cc,0
R000583,Thomas J. Rooney,house,Republican,FL17,,False,2017-11-02,2017-12-14,,Auburn Hills Mich Cap Impt ltd Tax go,,Purchase,"$15,001 - $50,000",32500.5,False,SELF,20008506,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008506.pdf,4f856e00b3e7cc20eca53283c21fed27fef7e00990626399c1f7538f7a27bc24,0
F000450,Virginia Foxx,house,Republican,NC05,HSED02; HSGO24; House Committee on Education and Workforce; House Committee on Oversight and Government Reform; House Committee on Rules,False,2017-11-15,2017-12-12,,"Preferred apartment Communities, Inc.",,Purchase,"$15,001 - $50,000",32500.5,False,JT,20008487,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008487.pdf,04e925a549ecc0bafd0e4e9b489048cbd0a167edc1c875c5b429595ec2298360,0
F000450,Virginia Foxx,house,Republican,NC05,HSED02; HSGO24; House Committee on Education and Workforce; House Committee on Oversight and Government Reform; House Committee on Rules,False,2017-11-01,2017-12-12,,Pembina Pipeline Corp. ordinary shares,,Exchange,"$15,001 - $50,000",32500.5,False,JT,20008487,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008487.pdf,ccd20feb96ee9d05650a054415b45f0e401565a369460395df8378d12e998a37,0
Y000062,John A. Yarmuth,house,Democrat,KY03,,False,2017-11-09,2017-12-12,VZ,Verizon Communications Inc.,,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20008556,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008556.pdf,17c8daafd182e863be1b2f70dcd9497c00911806c9f25ffbe41f77e85cd4e1c9,0
Y000062,John A. Yarmuth,house,Democrat,KY03,,False,2017-11-09,2017-12-12,,Vanguard FTsE Emerging Markets ETF,,Purchase,"$15,001 - $50,000",32500.5,False,SELF,20008556,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008556.pdf,9a4cf65124ff81973bf4c655f96111d3385ff9fddf754c331820ba381e2d6231,0
Y000062,John A. Yarmuth,house,Democrat,KY03,,False,2017-11-09,2017-12-12,,Vanguard FTsE Developed Markets ETF,,Purchase,"$15,001 - $50,000",32500.5,False,SELF,20008556,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008556.pdf,93859e63061d1662df9cd344ab78f2e50a8fa67f1121bb732442dcd3048e66e5,0
Y000062,John A. Yarmuth,house,Democrat,KY03,,False,2017-11-09,2017-12-12,,unitedHealth group Incorporated,,Sale,"$1,001 - $15,000",8000.5,False,SELF,20008556,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2017/20008556.pdf,2c13d589b9f9f22707f70da78358a2c7dd98bd10a7e8cb90cadc3650feaadd81,0
