bioguide,date,ftype,n_photo,n_confirmees,n_apparues,n_disparues
P000618,2021-08-04,O,38,33.0,5.0,6.0
P000618,2022-04-30,O,42,29.0,13.0,9.0
P000618,2023-05-11,O,42,39.0,3.0,3.0
P000618,2024-05-09,O,43,37.0,6.0,5.0
P000618,2025-01-16,T,41,37.0,4.0,6.0
P000618,2025-05-30,C,5,0.0,5.0,41.0
P000619,2022-05-17,C,7,,,
P000619,2023-08-13,O,9,0.0,9.0,7.0
P000619,2024-08-02,O,4,3.0,1.0,6.0
P000619,2025-03-10,T,7,4.0,3.0,0.0
P000620,2017-07-31,C,1,,,
P000620,2022-05-16,C,30,0.0,30.0,1.0
P000620,2023-08-10,H,11,3.0,8.0,27.0
P000620,2024-08-08,O,9,6.0,3.0,5.0
P000620,2025-08-13,O,11,8.0,3.0,1.0
P000621,2024-09-24,C,13,,,
P000621,2025-05-15,H,25,8.0,17.0,5.0
P000621,2026-05-15,O,30,20.0,10.0,7.0
P000622,2025-01-27,C,127,,,
P000622,2025-08-04,H,133,121.0,12.0,6.0
Q000023,2015-05-14,O,1,,,
Q000023,2016-05-11,O,1,1.0,0.0,0.0
Q000023,2018-05-15,O,1,1.0,0.0,0.0
Q000023,2019-05-15,O,1,1.0,0.0,0.0
Q000023,2021-07-09,O,1,1.0,0.0,0.0
Q000023,2023-05-15,O,1,1.0,0.0,0.0
Q000023,2024-05-09,O,1,0.0,1.0,1.0
Q000023,2025-05-15,O,1,0.0,1.0,1.0
Q000023,2026-05-14,O,4,1.0,3.0,0.0
R000053,2015-05-14,O,20,,,
R000053,2016-07-13,O,19,18.0,1.0,4.0
R000053,2017-05-09,T,19,19.0,0.0,0.0
R000103,2014-07-09,C,1,,,
R000103,2019-07-14,C,6,0.0,6.0,1.0
R000103,2020-05-30,C,6,1.0,5.0,5.0
R000103,2022-05-11,O,7,2.0,5.0,4.0
R000103,2023-04-28,O,6,4.0,2.0,3.0
R000103,2024-04-30,O,6,6.0,0.0,22.0
R000103,2025-01-30,T,34,7.0,27.0,1.0
R000305,2020-01-01,C,40,,,
R000305,2020-04-26,C,34,31.0,3.0,9.0
R000305,2021-08-12,H,43,23.0,20.0,31.0
R000305,2022-05-14,O,73,39.0,34.0,12.0
R000305,2023-05-14,O,71,60.0,11.0,12.0
R000305,2024-05-12,O,73,67.0,6.0,3.0
R000305,2025-05-14,O,76,62.0,14.0,13.0
R000305,2026-05-11,O,78,70.0,8.0,6.0
R000395,2015-05-13,O,155,,,
R000395,2016-06-06,O,347,106.0,241.0,55.0
R000395,2017-05-08,O,276,165.0,111.0,184.0
R000395,2018-05-08,O,141,107.0,34.0,165.0
R000395,2019-05-08,O,134,66.0,68.0,73.0
R000395,2020-08-13,O,159,102.0,57.0,22.0
R000395,2021-08-13,O,24,14.0,10.0,151.0
R000395,2022-05-16,O,24,19.0,5.0,8.0
R000395,2023-05-15,O,145,21.0,124.0,8.0
R000395,2024-08-13,O,138,91.0,47.0,60.0
R000395,2025-08-12,O,25,3.0,22.0,136.0
R000409,2015-05-15,O,2,,,
R000409,2016-08-11,O,1,1.0,0.0,1.0
R000409,2017-08-11,O,1,1.0,0.0,0.0
R000409,2018-08-13,O,2,0.0,2.0,1.0
R000409,2019-05-03,T,1,1.0,0.0,1.0
R000435,2015-05-14,O,4,,,
R000435,2016-05-11,O,4,3.0,1.0,1.0
R000435,2017-05-10,O,4,4.0,0.0,0.0
R000435,2018-05-13,O,5,1.0,4.0,3.0
R000435,2019-04-25,T,4,3.0,1.0,2.0
R000486,2015-05-15,O,10,,,
R000486,2016-05-16,O,11,6.0,5.0,4.0
R000486,2017-05-18,O,11,11.0,0.0,0.0
R000486,2018-07-26,O,10,1.0,9.0,10.0
R000486,2019-06-21,O,5,4.0,1.0,6.0
R000486,2020-08-13,O,4,4.0,0.0,1.0
R000486,2021-07-31,O,4,4.0,0.0,0.0
R000486,2022-05-24,O,3,3.0,0.0,1.0
R000486,2023-03-28,T,3,3.0,0.0,0.0
R000487,2015-05-15,O,18,,,
R000487,2016-05-16,O,20,11.0,9.0,7.0
R000487,2017-05-15,O,19,16.0,3.0,4.0
R000487,2018-05-09,O,19,1.0,18.0,18.0
R000487,2019-05-15,T,41,13.0,28.0,6.0
R000515,2015-05-29,O,1,,,
R000515,2016-05-13,O,1,1.0,0.0,0.0
R000515,2017-05-30,O,1,1.0,0.0,0.0
R000515,2018-07-27,O,1,1.0,0.0,0.0
R000515,2019-07-25,O,1,1.0,0.0,0.0
R000515,2020-08-12,O,2,0.0,2.0,1.0
R000515,2021-08-13,O,15,2.0,13.0,0.0
R000515,2022-05-11,O,15,10.0,5.0,5.0
R000515,2023-02-09,T,15,15.0,0.0,0.0
R000570,2015-05-14,O,80,,,
R000570,2016-05-13,O,91,49.0,42.0,34.0
R000570,2017-05-12,O,86,51.0,35.0,40.0
R000570,2018-05-15,O,83,22.0,61.0,65.0
R000570,2019-04-30,T,85,50.0,35.0,33.0
R000575,2015-05-08,O,21,,,
R000575,2016-05-12,O,17,1.0,16.0,20.0
R000575,2017-05-03,O,20,3.0,17.0,14.0
R000575,2018-05-15,O,20,2.0,18.0,18.0
R000575,2019-05-15,O,16,2.0,14.0,18.0
R000575,2019-11-22,C,28,0.0,28.0,16.0
R000575,2020-08-03,O,15,0.0,15.0,28.0
R000575,2021-07-28,O,16,3.0,13.0,12.0
R000575,2022-07-27,O,13,1.0,12.0,15.0
R000575,2023-05-11,O,11,1.0,10.0,12.0
R000575,2024-05-14,O,13,0.0,13.0,11.0
R000575,2025-06-20,O,12,0.0,12.0,13.0
R000575,2026-05-14,O,12,0.0,12.0,12.0
R000576,2015-05-06,O,29,,,
R000576,2016-05-13,O,28,21.0,7.0,8.0
R000576,2017-04-24,O,27,16.0,11.0,15.0
R000576,2018-05-02,O,27,3.0,24.0,25.0
R000576,2019-05-15,O,23,20.0,3.0,11.0
R000576,2020-07-22,O,23,17.0,6.0,5.0
R000576,2021-06-16,O,18,8.0,10.0,15.0
R000576,2022-05-16,O,20,8.0,12.0,10.0
R000576,2023-05-05,O,23,12.0,11.0,8.0
R000576,2024-04-29,O,23,18.0,5.0,5.0
R000576,2025-01-14,T,18,15.0,3.0,8.0
R000577,2015-08-13,O,10,,,
R000577,2016-08-11,O,9,6.0,3.0,4.0
R000577,2017-09-08,O,9,9.0,0.0,0.0
R000577,2018-08-09,O,8,4.0,4.0,5.0
R000577,2019-08-13,O,8,7.0,1.0,1.0
R000577,2020-08-11,O,8,7.0,1.0,1.0
R000577,2021-08-05,O,8,6.0,2.0,0.0
R000577,2022-05-16,O,8,6.0,2.0,1.0
R000578,2015-06-11,O,6,,,
R000578,2016-05-12,O,16,2.0,14.0,4.0
R000578,2017-05-15,O,17,10.0,7.0,6.0
R000578,2018-05-10,O,17,5.0,12.0,12.0
R000578,2019-01-31,T,17,9.0,8.0,8.0
R000579,2017-10-05,C,28,,,
R000579,2018-06-13,C,30,8.0,22.0,20.0
R000579,2022-07-24,C,58,8.0,50.0,22.0
R000579,2023-08-13,O,60,42.0,18.0,17.0
R000579,2024-09-12,O,81,47.0,34.0,23.0
R000579,2025-08-12,O,96,69.0,27.0,19.0
R000580,2015-05-15,O,51,,,
R000580,2016-05-16,O,32,23.0,9.0,26.0
R000580,2017-05-15,O,34,26.0,8.0,4.0
R000580,2018-05-15,O,35,20.0,15.0,14.0
R000580,2019-04-26,T,41,25.0,16.0,9.0
R000582,2015-07-15,O,107,,,
R000582,2016-06-29,O,135,50.0,85.0,87.0
R000582,2017-06-14,O,183,48.0,135.0,116.0
R000582,2018-08-09,O,502,132.0,370.0,225.0
R000582,2019-07-12,O,494,205.0,289.0,423.0
R000582,2020-08-12,O,451,186.0,265.0,531.0
R000582,2021-12-07,T,491,193.0,298.0,360.0
R000583,2015-08-11,O,121,,,
R000583,2016-08-14,O,199,58.0,141.0,193.0
R000583,2017-08-08,O,255,104.0,151.0,161.0
R000583,2018-08-08,O,250,57.0,193.0,182.0
R000583,2019-05-02,T,230,124.0,106.0,125.0
R000585,2015-05-15,O,7,,,
R000585,2016-05-14,O,6,4.0,2.0,3.0
R000585,2017-05-15,O,6,6.0,0.0,0.0
R000585,2018-05-10,O,7,3.0,4.0,3.0
R000585,2019-05-14,O,7,4.0,3.0,3.0
R000585,2020-08-12,O,6,4.0,2.0,3.0
R000585,2021-08-11,O,5,5.0,0.0,1.0
R000585,2022-05-13,O+T,3,3.0,0.0,2.0
R000586,2015-05-13,O,648,,,
R000586,2016-05-11,O,631,443.0,188.0,373.0
R000586,2017-05-04,O,655,413.0,242.0,333.0
R000586,2018-05-15,O,593,384.0,209.0,344.0
R000586,2019-01-30,T,536,398.0,138.0,228.0
R000587,2015-05-13,O,32,,,
R000587,2016-05-11,O,28,26.0,2.0,6.0
R000587,2017-02-01,T,30,17.0,13.0,11.0
R000588,2015-05-15,O,9,,,
R000588,2016-08-11,O,12,3.0,9.0,6.0
R000588,2017-08-11,O,11,3.0,8.0,9.0
R000588,2018-08-13,O,12,4.0,8.0,7.0
R000588,2019-09-12,O,6,1.0,5.0,11.0
R000588,2020-09-12,O,3,0.0,3.0,6.0
R000589,2015-05-15,O,36,,,
R000589,2016-08-14,O,29,17.0,12.0,58.0
R000589,2017-05-01,T,37,23.0,14.0,16.0
R000591,2015-05-15,O,33,,,
R000591,2016-09-13,O,33,31.0,2.0,2.0
R000591,2017-07-14,O,39,28.0,11.0,5.0
R000591,2018-06-14,O,41,16.0,25.0,23.0
R000591,2019-07-11,O,41,31.0,10.0,5.0
R000591,2020-08-13,O,43,37.0,6.0,4.0
R000591,2021-07-21,T,43,39.0,4.0,4.0
R000592,2015-07-14,O,64,,,
R000592,2016-08-08,O,75,58.0,17.0,7.0
R000592,2017-06-14,O,72,60.0,12.0,14.0
R000592,2018-08-14,O,71,40.0,31.0,30.0
R000592,2019-02-01,T,48,17.0,31.0,54.0
R000593,2015-05-11,O,3,,,
R000593,2016-05-12,O,3,3.0,0.0,0.0
R000593,2017-05-15,O,3,3.0,0.0,0.0
R000593,2018-05-10,O,4,2.0,2.0,1.0
R000593,2019-01-23,T,4,4.0,0.0,0.0
R000593,2022-05-16,C,2,0.0,2.0,4.0
R000597,2015-05-14,O,23,,,
R000597,2016-05-13,O,22,19.0,3.0,4.0
R000597,2017-05-12,O,23,17.0,6.0,5.0
R000597,2018-05-10,O,21,11.0,10.0,12.0
R000597,2019-05-09,O,21,21.0,0.0,1.0
R000597,2020-08-10,O,20,19.0,1.0,7.0
R000597,2021-08-09,O,21,17.0,4.0,3.0
R000597,2022-05-03,O,17,12.0,5.0,9.0
R000597,2023-01-19,T,18,16.0,2.0,2.0
R000598,2015-05-14,O,49,,,
R000598,2016-05-15,O,50,46.0,4.0,3.0
R000598,2017-05-15,O,49,43.0,6.0,5.0
R000598,2018-05-15,O,48,25.0,23.0,24.0
R000598,2019-05-01,T,48,39.0,9.0,8.0
R000599,2015-05-15,O,14,,,
R000599,2016-06-23,O,15,12.0,3.0,2.0
R000599,2017-05-12,O,14,12.0,2.0,3.0
R000599,2018-07-09,O,5,2.0,3.0,6.0
R000599,2019-05-15,O,5,5.0,0.0,0.0
R000599,2020-08-13,O,6,5.0,1.0,0.0
R000599,2021-05-13,O,6,6.0,0.0,0.0
R000599,2022-08-12,O,6,4.0,2.0,23.0
R000599,2023-05-18,O,37,12.0,25.0,4.0
R000599,2024-04-30,O,35,21.0,14.0,12.0
R000599,2025-07-17,O,37,32.0,5.0,4.0
R000599,2026-05-13,O,50,42.0,8.0,2.0
R000600,2023-04-25,O,18,,,
R000600,2024-05-07,O,18,18.0,0.0,0.0
R000601,2014-02-11,C,10,,,
R000601,2015-05-12,H,9,2.0,7.0,8.0
R000601,2016-05-08,O,9,3.0,6.0,6.0
R000601,2017-04-16,O,8,8.0,0.0,1.0
R000601,2018-05-06,O,8,1.0,7.0,7.0
R000601,2019-05-07,O,7,7.0,0.0,1.0
R000601,2020-09-06,O+T,7,5.0,2.0,2.0
R000602,2014-05-15,C,2,,,
R000602,2015-05-15,H,10,0.0,10.0,2.0
R000602,2016-05-16,O,11,7.0,4.0,4.0
R000602,2017-05-15,O,7,3.0,4.0,8.0
R000602,2018-05-15,O,7,5.0,2.0,2.0
R000602,2019-05-15,O,7,4.0,3.0,0.0
R000602,2020-07-31,O,4,4.0,0.0,4.0
R000602,2021-08-02,O,7,3.0,4.0,1.0
R000602,2022-05-16,O,6,6.0,0.0,1.0
R000602,2023-01-30,T,6,6.0,0.0,0.0
R000603,2014-05-15,C,27,,,
R000603,2015-05-14,H,24,20.0,4.0,7.0
R000603,2016-05-16,O,28,19.0,9.0,5.0
R000603,2017-05-15,O,31,25.0,6.0,3.0
R000603,2018-05-16,O,29,9.0,20.0,25.0
R000603,2019-06-14,O,32,15.0,17.0,17.0
R000603,2020-08-13,O,43,15.0,28.0,19.0
R000603,2021-08-13,O,43,29.0,14.0,17.0
R000603,2022-05-16,O,46,31.0,15.0,9.0
R000603,2023-05-15,O,40,24.0,16.0,29.0
R000603,2024-08-06,O,44,27.0,17.0,19.0
R000603,2025-08-01,O,41,17.0,24.0,26.0
R000604,2014-05-15,C,4,,,
R000604,2015-07-10,H,7,4.0,3.0,0.0
R000604,2016-08-08,O,13,3.0,10.0,4.0
R000604,2017-07-19,O,13,12.0,1.0,1.0
R000604,2018-06-14,O,12,1.0,11.0,12.0
R000604,2019-01-25,T,13,8.0,5.0,4.0
R000606,2015-05-15,C,72,,,
R000606,2016-09-15,C,108,13.0,95.0,59.0
R000606,2017-08-10,O,67,25.0,42.0,83.0
R000606,2018-08-13,O,89,0.0,89.0,67.0
R000606,2019-05-14,O,71,51.0,20.0,38.0
R000606,2020-08-05,O,63,34.0,29.0,37.0
R000606,2021-08-13,O,68,35.0,33.0,28.0
R000606,2022-08-03,O,62,27.0,35.0,41.0
R000606,2023-05-14,O,64,4.0,60.0,58.0
R000606,2024-05-14,O,54,12.0,42.0,57.0
R000606,2025-05-15,O,53,48.0,5.0,9.0
R000606,2026-05-15,O,88,47.0,41.0,13.0
R000607,2016-06-30,C,180,,,
R000607,2017-08-11,O,705,79.0,626.0,242.0
R000607,2018-07-25,O,799,226.0,573.0,352.0
R000607,2019-07-26,O,673,322.0,351.0,518.0
R000607,2020-08-06,O,190,37.0,153.0,681.0
R000607,2021-02-03,T,214,17.0,197.0,180.0
R000608,2016-02-24,C,130,,,
R000608,2017-05-08,H,138,82.0,56.0,48.0
R000608,2018-05-10,O,154,76.0,78.0,72.0
R000609,2016-05-16,C,4,,,
R000609,2017-05-15,H,6,1.0,5.0,3.0
R000609,2018-05-14,O,8,2.0,6.0,114.0
R000609,2019-05-10,O,100,17.0,83.0,10.0
R000609,2020-07-29,O,98,89.0,9.0,15.0
R000609,2021-08-12,O,118,91.0,27.0,9.0
R000609,2022-05-16,O,97,36.0,61.0,52.0
R000609,2023-08-02,O,19,14.0,5.0,90.0
R000609,2024-05-14,O,19,13.0,6.0,4.0
R000609,2025-05-13,O,22,15.0,7.0,3.0
R000609,2026-05-14,O,24,21.0,3.0,2.0
R000610,2018-02-10,C,4,,,
R000610,2018-09-19,C,5,2.0,3.0,2.0
R000610,2019-05-20,H,5,5.0,0.0,0.0
R000610,2020-08-28,O,6,1.0,5.0,4.0
R000610,2021-07-01,O,6,6.0,0.0,0.0
R000610,2022-08-08,O,7,4.0,3.0,2.0
R000610,2023-05-15,O,6,6.0,0.0,1.0
R000610,2024-05-15,O,7,6.0,1.0,0.0
R000610,2025-07-25,O,7,4.0,3.0,7.0
R000611,2018-06-29,C,8,,,
R000611,2019-06-14,H,4,2.0,2.0,6.0
R000611,2020-09-10,O,3,3.0,0.0,1.0
R000612,2017-10-14,C,70,,,
R000612,2018-06-30,C,64,28.0,36.0,42.0
R000612,2019-09-12,H,59,45.0,14.0,19.0
R000612,2020-09-12,O,72,25.0,47.0,26.0
R000612,2021-09-12,O,65,57.0,8.0,15.0
R000612,2022-09-13,O,60,39.0,21.0,26.0
R000612,2023-09-12,O,63,38.0,25.0,21.0
R000612,2024-09-12,O,59,42.0,17.0,21.0
R000612,2025-09-12,O,60,41.0,19.0,15.0
R000613,2017-09-29,C,4,,,
R000613,2018-05-27,C,7,1.0,6.0,3.0
R000613,2019-06-17,H,8,3.0,5.0,4.0
R000613,2020-08-14,O,16,3.0,13.0,5.0
R000613,2021-02-02,T,7,5.0,2.0,11.0
R000613,2022-05-04,C,8,0.0,8.0,7.0
R000613,2022-05-15,C,8,8.0,0.0,0.0
R000614,2018-01-31,C,26,,,
R000614,2018-05-14,C,26,6.0,20.0,20.0
R000614,2019-07-29,H,30,23.0,7.0,3.0
R000614,2020-08-13,O,28,27.0,1.0,3.0
R000614,2021-08-14,O,29,27.0,2.0,1.0
R000614,2022-05-16,O,28,28.0,0.0,1.0
R000614,2023-05-10,O,29,28.0,1.0,0.0
R000614,2024-05-14,O,33,20.0,13.0,7.0
R000614,2025-05-15,O,35,25.0,10.0,7.0
R000614,2026-05-14,O,34,32.0,2.0,3.0
R000616,2017-08-13,C,34,,,
R000616,2018-05-21,C,24,3.0,21.0,31.0
R000616,2019-08-13,H,30,17.0,13.0,15.0
R000616,2020-08-13,O,67,26.0,41.0,33.0
R000616,2021-05-04,T,72,35.0,37.0,24.0
R000616,2021-11-10,C,106,54.0,52.0,18.0
R000617,2022-03-07,C,3,,,
R000617,2022-05-27,C,3,2.0,1.0,1.0
R000617,2023-08-11,H,3,2.0,1.0,1.0
R000617,2024-08-02,O,3,2.0,1.0,1.0
R000617,2025-07-22,O,2,1.0,1.0,2.0
R000619,2024-12-30,C,11,,,
R000619,2025-05-14,O,10,5.0,5.0,6.0
R000620,2024-02-02,C,4,,,
R000620,2024-06-13,C,4,4.0,0.0,0.0
R000620,2025-05-13,H,4,0.0,4.0,4.0
R000621,2024-05-17,C,27,,,
R000621,2025-08-11,H,26,19.0,7.0,3.0
R000622,2022-03-15,C,34,,,
R000622,2022-05-16,C,34,16.0,18.0,18.0
R000622,2023-08-13,C,23,0.0,23.0,34.0
R000622,2024-08-13,C,28,4.0,24.0,19.0
R000622,2025-08-13,H,30,24.0,6.0,4.0
S000018,2015-05-13,O,13,,,
S000018,2016-08-11,O,18,5.0,13.0,8.0
S000018,2017-02-07,T,19,3.0,16.0,15.0
S000030,2015-05-01,O,4,,,
S000030,2016-05-16,O,7,1.0,6.0,3.0
S000030,2017-01-13,T,4,1.0,3.0,6.0
S000051,2015-05-15,O,31,,,
S000051,2016-05-16,O,29,25.0,4.0,6.0
S000051,2017-05-10,O,28,23.0,5.0,6.0
S000051,2018-05-15,O,29,2.0,27.0,26.0
S000051,2019-01-25,T,26,0.0,26.0,29.0
S000168,2018-07-27,C,29,,,
S000168,2019-11-27,C,47,16.0,31.0,13.0
S000168,2020-05-15,C,49,42.0,7.0,5.0
S000168,2021-08-13,H,51,20.0,31.0,29.0
S000168,2022-06-13,O,57,30.0,27.0,23.0
S000168,2023-08-11,O,86,55.0,31.0,36.0
S000168,2024-08-13,O,89,79.0,10.0,40.0
S000168,2025-08-13,O,80,35.0,45.0,57.0
S000185,2015-06-15,O,67,,,
S000185,2016-08-14,O,60,49.0,11.0,20.0
S000185,2017-08-12,O,75,58.0,17.0,2.0
S000185,2018-08-13,O,69,38.0,31.0,39.0
S000185,2019-08-12,O,69,44.0,25.0,26.0
S000185,2020-08-13,O,72,57.0,15.0,5.0
S000185,2021-09-12,O,79,63.0,16.0,11.0
S000185,2022-08-12,O,63,50.0,13.0,23.0
S000185,2023-08-11,O,56,51.0,5.0,11.0
S000185,2024-08-09,O,57,50.0,7.0,6.0
S000185,2025-08-07,O,55,50.0,5.0,7.0
S000244,2015-07-28,O,227,,,
S000244,2016-07-08,O,210,105.0,105.0,121.0
S000244,2017-07-25,O,222,91.0,131.0,119.0
S000244,2018-07-23,O,169,90.0,79.0,131.0
S000244,2019-08-05,O,228,91.0,137.0,77.0
S000244,2020-08-13,O,177,110.0,67.0,118.0
S000244,2021-05-03,T,145,90.0,55.0,87.0
S000248,2015-05-14,O,2,,,
S000248,2016-05-13,O,2,2.0,0.0,0.0
S000248,2017-05-03,O,3,1.0,2.0,1.0
S000248,2018-05-02,O,3,1.0,2.0,2.0
S000248,2019-05-10,O,3,3.0,0.0,0.0
S000248,2020-06-25,O,3,3.0,0.0,0.0
S000248,2021-01-17,T,3,3.0,0.0,0.0
S000250,2015-07-30,O,27,,,
S000250,2016-07-12,O,61,15.0,46.0,44.0
S000250,2017-05-15,O,77,60.0,17.0,22.0
S000250,2018-05-10,O,93,52.0,41.0,37.0
S000250,2019-01-30,T,99,84.0,15.0,7.0
S000250,2019-11-17,C,104,47.0,57.0,52.0
S000250,2021-02-15,C,104,102.0,2.0,5.0
S000250,2021-08-15,H,135,49.0,86.0,69.0
S000250,2022-05-16,O,113,80.0,33.0,33.0
S000250,2023-06-25,O,121,73.0,48.0,46.0
S000250,2024-08-13,O,118,74.0,44.0,37.0
S000250,2025-05-15,O,111,76.0,35.0,44.0
S000250,2026-04-28,O,119,64.0,55.0,50.0
S000344,2015-05-07,O,30,,,
S000344,2016-05-13,O,21,2.0,19.0,28.0
S000344,2017-05-15,O,16,1.0,15.0,20.0
S000344,2018-05-02,O,8,0.0,8.0,16.0
S000344,2019-05-13,O,17,1.0,16.0,7.0
S000344,2020-08-07,O,20,5.0,15.0,12.0
S000344,2021-08-11,O,89,1.0,88.0,19.0
S000344,2022-08-12,O,71,29.0,42.0,62.0
S000344,2023-06-07,O,76,9.0,67.0,62.0
S000344,2024-05-15,O,36,3.0,33.0,73.0
S000344,2025-05-09,O,34,9.0,25.0,30.0
S000364,2015-05-14,O,9,,,
S000364,2016-05-16,O,9,8.0,1.0,1.0
S000364,2017-05-15,O,8,7.0,1.0,2.0
S000364,2018-05-15,O,8,2.0,6.0,6.0
S000364,2019-05-15,O,8,7.0,1.0,1.0
S000364,2020-05-14,O,8,8.0,0.0,0.0
S000364,2021-05-12,T,3,2.0,1.0,6.0
S000480,2015-05-15,O,25,,,
S000480,2016-05-16,O,22,16.0,6.0,8.0
S000480,2017-05-10,O,22,18.0,4.0,2.0
S000510,2015-04-17,O,9,,,
S000510,2016-04-15,O,10,8.0,2.0,1.0
S000510,2017-04-05,O,11,9.0,2.0,1.0
S000510,2017-06-13,C,2,1.0,1.0,10.0
S000510,2018-05-10,O,12,1.0,11.0,1.0
S000510,2019-04-12,O,13,11.0,2.0,1.0
S000510,2020-04-16,O,15,13.0,2.0,0.0
S000510,2021-04-29,O,15,15.0,0.0,0.0
S000510,2022-05-05,O,14,14.0,0.0,1.0
S000510,2023-04-04,O,29,10.0,19.0,4.0
S000510,2024-05-01,O,28,26.0,2.0,3.0
S000510,2025-04-20,O,29,25.0,4.0,3.0
S000510,2026-04-14,O,10,9.0,1.0,3.0
S000522,2024-05-15,O,2,,,
S000522,2025-05-15,O,3,2.0,1.0,0.0
S000522,2026-05-13,O,3,3.0,0.0,0.0
S000583,2015-06-12,O,99,,,
S000583,2016-08-12,O,85,54.0,31.0,51.0
S000583,2017-06-14,O,88,65.0,23.0,38.0
S000583,2018-08-13,O,92,46.0,46.0,50.0
S000583,2019-05-03,T,94,65.0,29.0,30.0
S000583,2021-05-14,C,52,0.0,52.0,94.0
S000583,2021-12-11,C,4,0.0,4.0,52.0
S000583,2026-02-01,C,14,0.0,14.0,4.0
S000929,2020-04-02,C,10,,,
S000929,2021-08-12,H,10,6.0,4.0,6.0
S000929,2022-05-16,O,9,5.0,4.0,5.0
S000929,2023-05-11,O,9,9.0,0.0,1.0
S000929,2024-05-14,O,9,9.0,0.0,0.0
S000929,2025-05-15,O,8,8.0,0.0,2.0
S000929,2026-05-15,O,8,8.0,0.0,0.0
S001135,2019-06-28,C,78,,,
S001135,2020-05-06,C,72,24.0,48.0,54.0
S001135,2021-08-06,H,68,3.0,65.0,69.0
S001135,2022-05-16,O,67,39.0,28.0,29.0
S001135,2023-08-10,O,63,59.0,4.0,9.0
S001135,2024-08-08,O,73,31.0,42.0,35.0
S001135,2025-03-23,T,60,54.0,6.0,19.0
S001145,2015-05-15,O,24,,,
S001145,2016-05-16,O,23,8.0,15.0,16.0
S001145,2017-05-08,O,19,10.0,9.0,13.0
S001145,2018-05-10,O,26,7.0,19.0,12.0
S001145,2019-05-15,O,25,9.0,16.0,17.0
S001145,2020-07-27,O,29,7.0,22.0,18.0
S001145,2021-08-05,O,20,0.0,20.0,29.0
S001145,2022-05-15,O,19,13.0,6.0,7.0
S001145,2023-05-12,O,19,14.0,5.0,5.0
S001145,2024-05-09,O,19,6.0,13.0,15.0
S001145,2025-05-12,O,18,12.0,6.0,4.0
S001145,2026-05-07,O,18,11.0,7.0,3.0
S001148,2015-05-12,O,66,,,
S001148,2016-05-13,O,71,34.0,37.0,35.0
S001148,2017-05-14,O,50,41.0,9.0,33.0
S001148,2018-05-06,O,46,32.0,14.0,20.0
S001148,2019-05-07,O,48,31.0,17.0,16.0
S001148,2020-06-17,O,48,48.0,0.0,4.0
S001148,2021-08-12,O,48,20.0,28.0,14.0
S001148,2022-05-23,O,47,40.0,7.0,8.0
S001148,2023-05-13,O,24,18.0,6.0,30.0
S001148,2024-05-04,O,24,24.0,0.0,0.0
S001148,2025-05-14,O,5,2.0,3.0,22.0
S001148,2026-04-14,O,6,5.0,1.0,0.0
S001150,2015-05-15,O,44,,,
S001150,2016-05-16,O,36,29.0,7.0,9.0
S001150,2017-05-15,O,29,22.0,7.0,15.0
S001150,2018-05-15,O,25,2.0,23.0,26.0
S001150,2019-05-15,O,25,21.0,4.0,6.0
S001150,2020-08-13,O,27,20.0,7.0,8.0
S001150,2021-08-13,O,20,17.0,3.0,10.0
S001150,2022-07-14,O,20,16.0,4.0,8.0
S001150,2023-08-11,O,18,7.0,11.0,18.0
S001150,2024-08-07,O,17,14.0,3.0,4.0
S001154,2015-07-24,O,21,,,
S001154,2016-08-12,O,34,19.0,15.0,2.0
S001154,2017-08-07,O,33,31.0,2.0,3.0
S001154,2018-08-13,O,32,1.0,31.0,32.0
S001154,2019-04-30,T,33,25.0,8.0,7.0
S001156,2015-05-15,O,22,,,
S001156,2016-06-15,O,22,20.0,2.0,6.0
S001156,2017-06-13,O,24,19.0,5.0,2.0
S001156,2018-07-16,O,23,3.0,20.0,18.0
S001156,2019-08-14,O,21,6.0,15.0,17.0
S001156,2020-09-12,O,17,9.0,8.0,12.0
S001156,2021-08-16,O,14,12.0,2.0,5.0
S001156,2022-06-15,O,7,4.0,3.0,10.0
S001156,2023-06-22,O,7,5.0,2.0,2.0
S001156,2024-06-15,O,7,6.0,1.0,1.0
S001156,2025-07-02,O,7,6.0,1.0,1.0
S001156,2026-03-09,C,4,0.0,4.0,6.0
S001157,2015-05-15,O,4,,,
S001157,2016-05-16,O,4,4.0,0.0,0.0
S001157,2017-05-05,O,4,4.0,0.0,0.0
S001157,2018-05-15,O,4,2.0,2.0,2.0
S001157,2019-05-15,O,4,4.0,0.0,0.0
S001157,2020-08-07,O,4,4.0,0.0,0.0
S001157,2021-06-30,O,4,4.0,0.0,0.0
S001157,2022-05-10,O,3,3.0,0.0,1.0
S001157,2023-05-09,O,3,3.0,0.0,0.0
S001157,2024-05-14,O,3,3.0,0.0,0.0
S001157,2025-07-14,O,3,3.0,0.0,0.0
S001159,2020-05-14,C,12,,,
S001159,2021-08-13,H,41,2.0,39.0,10.0
S001159,2022-08-15,O,35,28.0,7.0,11.0
S001159,2023-08-11,O,34,18.0,16.0,11.0
S001159,2024-08-13,O,38,33.0,5.0,6.0
S001159,2025-09-04,O,36,34.0,2.0,5.0
S001165,2015-05-15,O,5,,,
S001165,2016-05-13,O,4,2.0,2.0,3.0
S001165,2017-05-05,O,4,0.0,4.0,4.0
